,delta_time
60170,18
60171,27
60172,23
60173,13
60174,4
60175,10
60176,6
60177,40
60178,16
60179,4
60180,17
60181,23
60182,39
60183,10
60184,15
60185,39
60186,4
60187,2
60188,11
60189,4
60190,5
60191,22
60192,9
60193,8
60194,5
60195,39
60196,16
60197,23
60198,17
60199,3
60200,9
60201,38
60202,25
60203,4
60204,5
60205,16
60206,6
60207,6
60208,9
60209,10
60210,5
60211,4
60212,4
60213,2
60214,11
60215,22
60216,39
60217,5
60218,11
60219,18
60220,16
60221,8
60222,5
60223,3
60224,23
60225,10
60226,11
60227,11
60228,39
60229,8
60230,5
60231,9
60232,23
60233,3
60234,8
60235,18
60236,5
60237,23
60238,15
60239,6
60240,5
60241,22
60242,24
60243,10
60244,11
60245,19
60246,17
60247,37
60248,9
60249,11
60250,21
60251,5
60252,11
60253,48
60254,26
60255,3
60256,13
60257,2
60258,32
60259,5
60260,6
60261,9
60262,22
60263,3
60264,18
60265,6
60266,10
60267,23
60268,24
60269,10
60270,29
60271,6
60272,8
60273,6
60274,6
60275,3
60276,8
60277,9
60278,26
60279,10
60280,26
60281,5
60282,18
60283,3
60284,31
60285,11
60286,34
60287,8
60288,18
60289,34
60290,10
60291,35
60292,17
60293,9
60294,34
60295,17
60296,29
60297,10
60298,15
60299,5
60300,30
60301,18
60302,16
60303,17
60304,3
60305,5
60306,18
60307,31
60308,15
60309,10
60310,21
60311,18
60312,5
60313,28
60314,23
60315,9
60316,19
60317,9
60318,13
60319,24
60320,39
60321,11
60322,19
60323,15
60324,23
60325,6
60326,4
60327,58
60328,4
60329,30
60330,2
60331,24
60332,2
60333,24
60334,16
60335,7
60336,6
60337,5
60338,8
60339,18
60340,16
60341,6
60342,2
60343,8
60344,4
60345,4
60346,18
60347,11
60348,5
60349,9
60350,32
60351,11
60352,10
60353,5
60354,23
60355,2
60356,2
60357,13
60358,5
60359,10
60360,18
60361,15
60362,19
60363,10
60364,9
60365,31
60366,11
60367,15
60368,16
60369,5
60370,8
60371,11
60372,22
60373,30
60374,11
60375,37
60376,4
60377,17
60378,16
60379,5
60380,17
60381,25
60382,19
60383,40
60384,12
60385,5
60386,1
60387,14
60388,16
60389,10
60390,10
60391,9
60392,8
60393,15
60394,56
60395,7
60396,7
60397,18
60398,22
60399,5
60400,12
60401,18
60402,7
60403,16
60404,8
60405,17
60406,29
60407,7
60408,3
60409,18
60410,15
60411,18
60412,2
60413,18
60414,26
60415,22
60416,10
60417,19
60418,3
60419,5
60420,15
60421,14
60422,3
60423,17
60424,5
60425,36
60426,22
60427,2
60428,8
60429,4
60430,24
60431,1
60432,7
60433,39
60434,31
60435,10
60436,10
60437,2
60438,30
60439,4
60440,9
60441,14
60442,8
60443,18
60444,8
60445,2
60446,17
60447,4
60448,24
60449,10
60450,14
60451,21
60452,14
60453,1
60454,3
60455,8
60456,21
60457,8
60458,29
60459,10
60460,12
60461,8
60462,9
60463,8
60464,22
60465,4
60466,25
60467,2
60468,8
60469,37
60470,14
60471,10
60472,17
60473,10
60474,24
60475,14
60476,5
60477,9
60478,18
60479,16
60480,10
60481,22
60482,20
60483,28
60484,7
60485,9
60486,4
60487,12
60488,32
60489,26
60490,14
60491,4
60492,24
60493,23
60494,16
60495,22
60496,15
60497,3
60498,7
60499,21
60500,21
60501,11
60502,11
60503,22
60504,4
60505,7
60506,8
60507,15
60508,14
60509,26
60510,8
60511,15
60512,4
60513,4
60514,9
60515,9
60516,10
60517,25
60518,14
60519,23
60520,23
60521,25
60522,19
60523,38
60524,17
60525,33
60526,9
60527,1
60528,7
60529,14
60530,2
60531,38
60532,25
60533,9
60534,4
60535,10
60536,16
60537,15
60538,64
60539,17
60540,8
60541,4
60542,4
60543,18
60544,9
60545,45
60546,25
60547,8
60548,32
60549,9
60550,16
60551,7
60552,14
60553,16
60554,17
60555,43
60556,7
60557,5
60558,8
60559,17
60560,8
60561,2
60562,50
60563,10
60564,18
60565,2
60566,2
60567,8
60568,4
60569,17
60570,5
60571,46
60572,18
60573,15
60574,7
60575,10
60576,14
60577,4
60578,9
60579,5
60580,3
60581,10
60582,15
60583,31
60584,4
60585,2
60586,9
60587,28
60588,8
60589,10
60590,8
60591,7
60592,2
60593,9
60594,25
60595,8
60596,17
60597,10
60598,10
60599,18
60600,5
60601,16
60602,5
60603,4
60604,7
60605,19
60606,16
60607,4
60608,30
60609,16
60610,23
60611,21
60612,9
60613,11
60614,8
60615,32
60616,7
60617,2
60618,40
60619,36
60620,32
60621,39
60622,14
60623,7
60624,7
60625,5
60626,23
60627,15
60628,8
60629,4
60630,3
60631,19
60632,9
60633,22
60634,32
60635,15
60636,7
60637,17
60638,8
60639,10
60640,15
60641,10
60642,10
60643,5
60644,15
60645,3
60646,23
60647,3
60648,18
60649,30
60650,24
60651,23
60652,8
60653,30
60654,3
60655,42
60656,14
60657,10
60658,16
60659,16
60660,10
60661,10
60662,18
60663,3
60664,9
60665,22
60666,4
60667,30
60668,59
60669,21
60670,15
60671,14
60672,19
60673,6
60674,6
60675,1
60676,11
60677,14
60678,9
60679,14
60680,16
60681,6
60682,15
60683,28
60684,16
60685,17
60686,7
60687,3
60688,17
60689,3
60690,17
60691,30
60692,25
60693,41
60694,34
60695,9
60696,26
60697,6
60698,20
60699,9
60700,6
60701,2
60702,16
60703,13
60704,13
60705,13
60706,4
60707,8
60708,7
60709,26
60710,8
60711,9
60712,21
60713,21
60714,44
60715,7
60716,15
60717,14
60718,9
60719,8
60720,8
60721,23
60722,28
60723,3
60724,15
60725,36
60726,20
60727,15
60728,9
60729,7
60730,42
60731,17
60732,3
60733,15
60734,8
60735,9
60736,11
60737,15
60738,15
60739,3
60740,15
60741,22
60742,8
60743,14
60744,15
60745,8
60746,15
60747,9
60748,9
60749,8
60750,6
60751,16
60752,16
60753,2
60754,16
60755,1
60756,11
60757,18
60758,16
60759,24
60760,22
60761,16
60762,45
60763,8
60764,16
60765,2
60766,14
60767,17
60768,15
60769,13
60770,6
60771,17
60772,8
60773,6
60774,9
60775,23
60776,8
60777,2
60778,15
60779,2
60780,3
60781,9
60782,21
60783,13
60784,6
60785,28
60786,22
60787,7
60788,17
60789,7
60790,7
60791,4
60792,15
60793,7
60794,13
60795,4
60796,8
60797,11
60798,4
60799,7
60800,8
60801,2
60802,20
60803,15
60804,44
60805,7
60806,17
60807,8
60808,13
60809,2
60810,6
60811,9
60812,7
60813,15
60814,8
60815,35
60816,7
60817,7
60818,16
60819,9
60820,24
60821,34
60822,13
60823,14
60824,23
60825,24
60826,20
60827,17
60828,21
60829,15
60830,16
60831,6
60832,8
60833,20
60834,4
60835,15
60836,16
60837,9
60838,16
60839,13
60840,3
60841,34
60842,14
60843,13
60844,21
60845,17
60846,6
60847,4
60848,10
60849,16
60850,24
60851,13
60852,13
60853,9
60854,24
60855,4
60856,9
60857,2
60858,36
60859,8
60860,9
60861,6
60862,34
60863,4
60864,15
60865,8
60866,9
60867,4
60868,16
60869,3
60870,16
60871,13
60872,13
60873,7
60874,3
60875,14
60876,4
60877,6
60878,8
60879,63
60880,32
60881,16
60882,19
60883,6
60884,8
60885,3
60886,22
60887,8
60888,6
60889,15
60890,7
60891,41
60892,20
60893,14
60894,7
60895,14
60896,6
60897,15
60898,9
60899,22
60900,28
60901,8
60902,20
60903,6
60904,9
60905,6
60906,21
60907,29
60908,3
60909,30
60910,20
60911,6
60912,18
60913,9
60914,7
60915,13
60916,9
60917,7
60918,22
60919,5
60920,16
60921,9
60922,20
60923,11
60924,22
60925,23
60926,8
60927,13
60928,13
60929,24
60930,14
60931,6
60932,11
60933,22
60934,7
60935,29
60936,29
60937,6
60938,7
60939,9
60940,27
60941,18
60942,25
60943,17
60944,28
60945,8
60946,7
60947,8
60948,9
60949,8
60950,20
60951,17
60952,17
60953,24
60954,8
60955,22
60956,7
60957,8
60958,4
60959,4
60960,5
60961,19
60962,12
60963,5
60964,33
60965,21
60966,13
60967,22
60968,27
60969,8
60970,5
60971,15
60972,19
60973,8
60974,13
60975,5
60976,10
60977,15
60978,6
60979,17
60980,8
60981,7
60982,27
60983,30
60984,6
60985,7
60986,12
60987,16
60988,3
60989,6
60990,21
60991,13
60992,14
60993,14
60994,16
60995,26
60996,14
60997,6
60998,2
60999,8
61000,7
61001,6
61002,37
61003,13
61004,14
61005,7
61006,47
61007,1
61008,23
61009,12
61010,15
61011,42
61012,5
61013,8
61014,2
61015,20
61016,7
61017,7
61018,15
61019,1
61020,7
61021,21
61022,22
61023,10
61024,20
61025,2
61026,20
61027,2
61028,13
61029,15
61030,27
61031,7
61032,16
61033,6
61034,14
61035,22
61036,15
61037,7
61038,13
61039,7
61040,8
61041,2
61042,10
61043,8
61044,14
61045,30
61046,13
61047,7
61048,6
61049,12
61050,8
61051,19
61052,46
61053,20
61054,6
61055,10
61056,33
61057,3
61058,7
61059,28
61060,3
61061,26
61062,5
61063,8
61064,3
61065,6
61066,15
61067,3
61068,13
61069,2
61070,20
61071,16
61072,6
61073,13
61074,26
61075,20
61076,12
61077,16
61078,15
61079,1
61080,23
61081,28
61082,24
61083,7
61084,6
61085,5
61086,35
61087,8
61088,15
61089,6
61090,10
61091,22
61092,6
61093,16
61094,16
61095,12
61096,2
61097,6
61098,5
61099,16
61100,23
61101,23
61102,33
61103,5
61104,21
61105,13
61106,16
61107,14
61108,12
61109,14
61110,19
61111,20
61112,14
61113,3
61114,45
61115,15
61116,8
61117,20
61118,19
61119,13
61120,16
61121,15
61122,6
61123,7
61124,12
61125,13
61126,8
61127,14
61128,12
61129,7
61130,7
61131,12
61132,20
61133,7
61134,6
61135,3
61136,15
61137,14
61138,12
61139,22
61140,8
61141,7
61142,12
61143,5
61144,2
61145,23
61146,33
61147,2
61148,7
61149,7
61150,7
61151,12
61152,20
61153,19
61154,19
61155,2
61156,26
61157,2
61158,5
61159,7
61160,7
61161,8
61162,12
61163,7
61164,8
61165,7
61166,14
61167,21
61168,12
61169,29
61170,25
61171,8
61172,13
61173,5
61174,13
61175,14
61176,12
61177,21
61178,16
61179,2
61180,12
61181,23
61182,8
61183,8
61184,7
61185,21
61186,13
61187,14
61188,19
61189,6
61190,2
61191,22
61192,13
61193,8
61194,19
61195,15
61196,13
61197,8
61198,6
61199,5
61200,13
61201,26
61202,5
61203,2
61204,15
61205,8
61206,12
61207,14
61208,21
61209,10
61210,13
61211,15
61212,8
61213,27
61214,16
61215,13
61216,14
61217,3
61218,6
61219,48
61220,14
61221,14
61222,5
61223,14
61224,25
61225,7
61226,22
61227,16
61228,28
61229,12
61230,21
61231,27
61232,12
61233,4
61234,4
61235,12
61236,11
61237,25
61238,19
61239,12
61240,12
61241,15
61242,6
61243,21
61244,27
61245,13
61246,7
61247,1
61248,13
61249,5
61250,5
61251,12
61252,5
61253,1
61254,5
61255,28
61256,12
61257,7
61258,13
61259,9
61260,13
61261,33
61262,35
61263,14
61264,13
61265,22
61266,13
61267,19
61268,12
61269,4
61270,14
61271,13
61272,11
61273,7
61274,25
61275,6
61276,14
61277,15
61278,6
61279,6
61280,12
61281,4
61282,12
61283,5
61284,4
61285,14
61286,60
61287,12
61288,14
61289,7
61290,6
61291,7
61292,11
61293,5
61294,20
61295,6
61296,18
61297,5
61298,20
61299,15
61300,5
61301,11
61302,12
61303,25
61304,11
61305,11
61306,48
61307,14
61308,21
61309,19
61310,7
61311,13
61312,2
61313,14
61314,7
61315,16
61316,5
61317,12
61318,4
61319,32
61320,14
61321,26
61322,22
61323,12
61324,1
61325,6
61326,12
61327,5
61328,4
61329,21
61330,4
61331,12
61332,16
61333,12
61334,11
61335,28
61336,12
61337,30
61338,13
61339,7
61340,15
61341,20
61342,3
61343,7
61344,5
61345,21
61346,6
61347,19
61348,6
61349,7
61350,12
61351,7
61352,12
61353,57
61354,20
61355,44
61356,13
61357,11
61358,6
61359,25
61360,19
61361,14
61362,4
61363,7
61364,7
61365,21
61366,12
61367,4
61368,4
61369,11
61370,12
61371,27
61372,8
61373,6
61374,15
61375,6
61376,4
61377,23
61378,20
61379,12
61380,14
61381,12
61382,12
61383,17
61384,19
61385,13
61386,23
61387,40
61388,19
61389,7
61390,6
61391,5
61392,5
61393,13
61394,18
61395,3
61396,19
61397,4
61398,7
61399,4
61400,5
61401,7
61402,14
61403,13
61404,13
61405,20
61406,20
61407,18
61408,14
61409,40
61410,13
61411,32
61412,11
61413,11
61414,20
61415,12
61416,18
61417,22
61418,5
61419,7
61420,14
61421,5
61422,12
61423,18
61424,5
61425,6
61426,7
61427,5
61428,18
61429,14
61430,39
61431,19
61432,25
61433,21
61434,20
61435,4
61436,7
61437,46
61438,18
61439,54
61440,15
61441,11
61442,22
61443,18
61444,26
61445,13
61446,13
61447,5
61448,7
61449,11
61450,2
61451,16
61452,4
61453,7
61454,6
61455,6
61456,18
61457,12
61458,12
61459,17
61460,25
61461,21
61462,5
61463,11
61464,7
61465,15
61466,20
61467,29
61468,18
61469,20
61470,14
61471,3
61472,14
61473,7
61474,13
61475,20
61476,13
61477,13
61478,20
61479,3
61480,20
61481,4
61482,18
61483,5
61484,12
61485,18
61486,7
61487,25
61488,3
61489,17
61490,17
61491,18
61492,6
61493,15
61494,20
61495,5
61496,17
61497,5
61498,10
61499,25
61500,17
61501,3
61502,17
61503,4
61504,17
61505,10
61506,12
61507,5
61508,26
61509,4
61510,6
61511,4
61512,14
61513,6
61514,17
61515,5
61516,11
61517,5
61518,10
61519,15
61520,14
61521,19
61522,33
61523,4
61524,10
61525,11
61526,15
61527,3
61528,5
61529,3
61530,12
61531,6
61532,25
61533,22
61534,10
61535,4
61536,28
61537,5
61538,4
61539,17
61540,14
61541,10
61542,21
61543,11
61544,11
61545,12
61546,12
61547,15
61548,10
61549,32
61550,11
61551,13
61552,11
61553,16
61554,12
61555,4
61556,12
61557,18
61558,6
61559,19
61560,17
61561,10
61562,10
61563,5
61564,46
61565,26
61566,45
61567,11
61568,21
61569,6
61570,16
61571,17
61572,22
61573,4
61574,13
61575,17
61576,5
61577,11
61578,24
61579,5
61580,11
61581,12
61582,18
61583,4
61584,13
61585,6
61586,48
61587,3
61588,12
61589,21
61590,6
61591,5
61592,5
61593,4
61594,19
61595,11
61596,20
61597,10
61598,19
61599,10
61600,28
61601,6
61602,10
61603,13
61604,11
61605,15
61606,13
61607,20
61608,13
61609,23
61610,6
61611,4
61612,10
61613,6
61614,13
61615,5
61616,4
61617,17
61618,39
61619,5
61620,12
61621,5
61622,22
61623,20
61624,12
61625,5
61626,10
61627,24
61628,12
61629,6
61630,32
61631,14
61632,19
61633,11
61634,6
61635,6
61636,5
61637,25
61638,10
61639,4
61640,12
61641,6
61642,13
61643,18
61644,11
61645,4
61646,29
61647,20
61648,5
61649,4
61650,6
61651,11
61652,20
61653,4
61654,10
61655,32
61656,8
61657,17
61658,18
61659,17
61660,27
61661,15
61662,12
61663,19
61664,20
61665,12
61666,11
61667,12
61668,17
61669,13
61670,27
61671,10
61672,12
61673,12
61674,14
61675,5
61676,18
61677,6
61678,10
61679,5
61680,6
61681,34
61682,10
61683,6
61684,11
61685,11
61686,10
61687,11
61688,15
61689,19
61690,12
61691,10
61692,51
61693,9
61694,4
61695,18
61696,13
61697,11
61698,16
61699,9
61700,14
61701,7
61702,9
61703,9
61704,4
61705,4
61706,4
61707,24
61708,11
61709,12
61710,11
61711,24
61712,24
61713,10
61714,4
61715,5
61716,25
61717,25
61718,3
61719,13
61720,3
61721,18
61722,5
61723,12
61724,13
61725,4
61726,30
61727,4
61728,5
61729,9
61730,14
61731,3
61732,7
61733,26
61734,12
61735,10
61736,12
61737,4
61738,60
61739,5
61740,21
61741,5
61742,11
61743,4
61744,15
61745,20
61746,9
61747,3
61748,4
61749,5
61750,10
61751,33
61752,35
61753,5
61754,16
61755,20
61756,4
61757,55
61758,30
61759,4
61760,75
61761,4
61762,4
61763,3
61764,10
61765,14
61766,12
61767,18
61768,16
61769,5
61770,16
61771,9
61772,14
61773,13
61774,5
61775,25
61776,88
61777,33
61778,4
61779,19
61780,10
61781,12
61782,7
61783,19
61784,20
61785,4
61786,5
61787,21
61788,27
61789,7
61790,10
61791,19
61792,9
61793,11
61794,18
61795,9
61796,10
61797,28
61798,9
61799,24
61800,10
61801,10
61802,19
61803,19
61804,9
61805,3
61806,30
61807,16
61808,10
61809,4
61810,10
61811,12
61812,9
61813,20
61814,13
61815,26
61816,10
61817,9
61818,4
61819,17
61820,11
61821,6
61822,3
61823,11
61824,13
61825,20
61826,26
61827,12
61828,12
61829,19
61830,12
61831,10
61832,10
61833,12
61834,5
61835,12
61836,14
61837,11
61838,4
61839,17
61840,9
61841,5
61842,12
61843,5
61844,17
61845,9
61846,12
61847,3
61848,19
61849,44
61850,30
61851,45
61852,4
61853,4
61854,31
61855,9
61856,19
61857,17
61858,27
61859,7
61860,4
61861,12
61862,12
61863,15
61864,17
61865,6
61866,12
61867,24
61868,16
61869,3
61870,8
61871,24
61872,8
61873,15
61874,8
61875,26
61876,24
61877,15
61878,20
61879,2
61880,11
61881,4
61882,17
61883,11
61884,3
61885,15
61886,8
61887,11
61888,3
61889,4
61890,18
61891,17
61892,39
61893,12
61894,50
61895,15
61896,3
61897,9
61898,15
61899,13
61900,39
61901,3
61902,12
61903,10
61904,18
61905,15
61906,44
61907,30
61908,15
61909,3
61910,16
61911,52
61912,9
61913,45
61914,23
61915,5
61916,8
61917,25
61918,11
61919,4
61920,9
61921,15
61922,18
61923,8
61924,3
61925,16
61926,13
61927,12
61928,8
61929,9
61930,9
61931,3
61932,8
61933,26
61934,18
61935,29
61936,4
61937,11
61938,22
61939,23
61940,24
61941,10
61942,8
61943,10
61944,30
61945,18
61946,23
61947,4
61948,11
61949,10
61950,39
61951,2
61952,9
61953,10
61954,3
61955,2
61956,31
61957,2
61958,3
61959,19
61960,11
61961,18
61962,8
61963,17
61964,12
61965,23
61966,4
61967,12
61968,30
61969,8
61970,17
61971,9
61972,10
61973,31
61974,11
61975,10
61976,2
61977,10
61978,3
61979,11
61980,8
61981,10
61982,11
61983,6
61984,30
61985,16
61986,4
61987,11
61988,8
61989,9
61990,33
61991,4
61992,11
61993,15
61994,13
61995,18
61996,9
61997,3
61998,12
61999,4
62000,20
62001,9
62002,16
62003,3
62004,23
62005,10
62006,8
62007,17
62008,11
62009,16
62010,12
62011,11
62012,3
62013,2
62014,10
62015,9
62016,11
62017,3
62018,16
62019,16
62020,16
62021,11
62022,8
62023,17
62024,9
62025,8
62026,19
62027,3
62028,44
62029,3
62030,16
62031,5
62032,11
62033,14
62034,14
62035,2
62036,16
62037,2
62038,14
62039,9
62040,25
62041,37
62042,8
62043,38
62044,7
62045,14
62046,2
62047,1
62048,44
62049,10
62050,14
62051,9
62052,15
62053,43
62054,40
62055,14
62056,16
62057,8
62058,22
62059,24
62060,8
62061,3
62062,3
62063,7
62064,19
62065,16
62066,20
62067,7
62068,14
62069,10
62070,15
62071,3
62072,7
62073,16
62074,21
62075,14
62076,9
62077,7
62078,14
62079,9
62080,7
62081,39
62082,14
62083,1
62084,9
62085,10
62086,11
62087,18
62088,14
62089,11
62090,12
62091,14
62092,2
62093,23
62094,11
62095,16
62096,7
62097,28
62098,15
62099,3
62100,18
62101,14
62102,2
62103,12
62104,15
62105,3
62106,17
62107,14
62108,19
62109,3
62110,2
62111,2
62112,14
62113,9
62114,3
62115,2
62116,33
62117,3
62118,26
62119,2
62120,15
62121,16
62122,8
62123,7
62124,11
62125,3
62126,38
62127,15
62128,7
62129,7
62130,8
62131,23
62132,25
62133,44
62134,22
62135,7
62136,9
62137,9
62138,15
62139,25
62140,11
62141,16
62142,14
62143,10
62144,21
62145,3
62146,7
62147,10
62148,3
62149,11
62150,9
62151,7
62152,3
62153,22
62154,10
62155,7
62156,16
62157,10
62158,21
62159,15
62160,8
62161,11
62162,10
62163,5
62164,14
62165,9
62166,3
62167,7
62168,2
62169,10
62170,3
62171,2
62172,9
62173,2
62174,12
62175,3
62176,49
62177,10
62178,14
62179,8
62180,24
62181,18
62182,7
62183,5
62184,10
62185,8
62186,10
62187,8
62188,32
62189,29
62190,18
62191,2
62192,10
62193,2
62194,11
62195,3
62196,22
62197,19
62198,24
62199,15
62200,45
62201,35
62202,11
62203,7
62204,8
62205,14
62206,23
62207,23
62208,5
62209,9
62210,9
62211,14
62212,9
62213,2
62214,18
62215,16
62216,8
62217,16
62218,16
62219,3
62220,9
62221,14
62222,7
62223,9
62224,2
62225,8
62226,14
62227,7
62228,8
62229,8
62230,2
62231,7
62232,17
62233,27
62234,14
62235,14
62236,16
62237,8
62238,7
62239,7
62240,14
62241,12
62242,14
62243,9
62244,10
62245,3
62246,20
62247,9
62248,7
62249,21
62250,8
62251,3
62252,40
62253,8
62254,11
62255,14
62256,23
62257,8
62258,21
62259,15
62260,10
62261,37
62262,5
62263,14
62264,46
62265,11
62266,18
62267,13
62268,9
62269,20
62270,7
62271,43
62272,14
62273,22
62274,35
62275,9
62276,9
62277,61
62278,19
62279,14
62280,10
62281,7
62282,7
62283,21
62284,3
62285,27
62286,8
62287,46
62288,5
62289,8
62290,9
62291,6
62292,10
62293,1
62294,22
62295,15
62296,9
62297,6
62298,13
62299,1
62300,6
62301,8
62302,9
62303,4
62304,13
62305,23
62306,17
62307,8
62308,6
62309,17
62310,36
62311,14
62312,8
62313,10
62314,13
62315,15
62316,13
62317,2
62318,24
62319,13
62320,8
62321,11
62322,6
62323,4
62324,6
62325,9
62326,10
62327,8
62328,8
62329,20
62330,6
62331,21
62332,21
62333,14
62334,20
62335,8
62336,29
62337,6
62338,14
62339,15
62340,2
62341,17
62342,10
62343,29
62344,8
62345,14
62346,6
62347,7
62348,2
62349,7
62350,15
62351,14
62352,7
62353,10
62354,13
62355,14
62356,24
62357,7
62358,17
62359,4
62360,6
62361,23
62362,17
62363,7
62364,49
62365,23
62366,6
62367,13
62368,16
62369,8
62370,14
62371,13
62372,6
62373,45
62374,10
62375,13
62376,22
62377,24
62378,2
62379,8
62380,31
62381,16
62382,9
62383,6
62384,21
62385,2
62386,22
62387,14
62388,30
62389,46
62390,37
62391,18
62392,2
62393,17
62394,6
62395,2
62396,16
62397,11
62398,13
62399,14
62400,7
62401,23
62402,7
62403,2
62404,4
62405,4
62406,10
62407,7
62408,6
62409,13
62410,13
62411,10
62412,22
62413,21
62414,14
62415,22
62416,2
62417,10
62418,2
62419,22
62420,6
62421,6
62422,6
62423,9
62424,17
62425,29
62426,7
62427,6
62428,13
62429,14
62430,9
62431,20
62432,14
62433,13
62434,8
62435,27
62436,8
62437,10
62438,9
62439,10
62440,15
62441,22
62442,16
62443,13
62444,11
62445,8
62446,4
62447,7
62448,3
62449,7
62450,16
62451,8
62452,9
62453,15
62454,16
62455,21
62456,17
62457,4
62458,22
62459,2
62460,37
62461,13
62462,56
62463,10
62464,11
62465,17
62466,49
62467,43
62468,7
62469,8
62470,6
62471,15
62472,6
62473,6
62474,10
62475,14
62476,6
62477,11
62478,6
62479,6
62480,34
62481,22
62482,27
62483,16
62484,15
62485,11
62486,6
62487,11
62488,20
62489,15
62490,15
62491,10
62492,17
62493,8
62494,34
62495,10
62496,8
62497,11
62498,2
62499,20
62500,23
62501,27
62502,13
62503,6
62504,9
62505,12
62506,10
62507,17
62508,36
62509,10
62510,21
62511,8
62512,11
62513,8
62514,10
62515,2
62516,10
62517,3
62518,15
62519,10
62520,13
62521,10
62522,14
62523,8
62524,11
62525,23
62526,10
62527,24
62528,20
62529,23
62530,19
62531,36
62532,15
62533,1
62534,3
62535,24
62536,13
62537,13
62538,7
62539,6
62540,30
62541,5
62542,31
62543,14
62544,12
62545,7
62546,19
62547,22
62548,19
62549,12
62550,20
62551,5
62552,12
62553,10
62554,5
62555,3
62556,12
62557,13
62558,14
62559,21
62560,12
62561,15
62562,12
62563,1
62564,14
62565,14
