,W,DDD,product_count,distance
23742,600,1936,1,1292.8642080171846
23743,290,3240,1,286.83942224566545
23744,400,3960,1,320.98594246191055
23745,250,352,1,16.416588742510733
23746,900,5400,2,647.8109168475024
23747,275,864,1,426.0692299162775
23748,200,2240,1,85.89532990267178
23749,1200,1176,1,0.0
23750,900,18000,2,294.2333985720693
23751,1350,22750,1,359.66329035275345
23752,150,1152,1,317.344762710283
23753,5700,72000,1,496.9920863529386
23754,125,819,1,732.2759588783247
23755,14950,81620,1,0.0
23756,1825,21200,2,235.914003420265
23757,300,9600,1,813.3565548858027
23758,250,352,1,283.6366114798041
23759,3008,46080,1,481.7170674083497
23760,3450,4800,1,350.89588829514685
23761,1500,49500,1,770.3370757818163
23762,2050,15312,1,520.1622332273037
23763,2050,15312,1,963.6265139813686
23764,5700,33930,2,359.66329035275345
23765,600,8151,1,712.0198879928855
23766,13350,8000,1,551.743750011809
23767,100,1600,1,16.416588742510733
23768,163,3528,1,1292.8642080171846
23769,450,2205,1,509.71874800001257
23770,125,1344,1,373.7496933854036
23771,650,4800,1,449.81412987366343
23772,500,3300,1,295.7474647032192
23773,1000,7500,1,304.1889438673277
23774,3700,32384,2,200.4062047634358
23775,1550,19800,1,988.7428184471895
23776,4800,39546,1,406.2513394930072
23777,900,17500,1,2029.5223939489174
23778,250,4500,1,262.8149382042892
23779,450,3520,2,359.66329035275345
23780,1650,45000,1,815.4306905508801
23781,75,882,1,506.10496864271505
23782,2100,31500,2,304.1889438673277
23783,500,4680,1,701.5215981307108
23784,29050,251625,1,322.2616455291451
23785,1700,7776,1,67.0410590822223
23786,173,2808,2,691.111240915334
23787,1575,9477,1,414.9743495299005
23788,1450,15750,1,0.0
23789,2050,6250,2,0.0
23790,833,3456,1,507.9502231089684
23791,1500,20000,1,509.71874800001257
23792,400,9375,1,682.6292563682174
23793,300,6760,1,644.5126446778555
23794,2700,17640,1,359.66329035275345
23795,1000,36750,2,476.72099529710243
23796,7150,42770,1,607.6972836193744
23797,1650,5760,1,294.2333985720693
23798,9950,58621,1,16.416588742510733
23799,250,640,1,411.6154512055896
23800,4000,13248,1,304.1889438673277
23801,250,3360,1,579.35709879303
23802,217,3136,3,350.29068422767057
23803,3450,17028,1,271.63172356595555
23804,4475,32736,1,16.416588742510733
23805,225,1768,2,737.0164535435445
23806,280,2500,1,0.0
23807,900,11340,1,430.2029618827176
23808,875,18000,1,518.6948840212585
23809,1475,21420,1,294.2333985720693
23810,200,1344,1,507.9502231089684
23811,10700,64000,2,86.4983157809169
23812,200,4500,1,295.7474647032192
23813,700,4576,1,359.66329035275345
23814,1650,19800,1,297.3716836478293
23815,400,3402,1,0.0
23816,200,1600,1,322.2616455291451
23817,15200,32648,1,644.5126446778555
23818,500,880,1,359.66329035275345
23819,2584,56644,1,0.0
23820,475,4032,1,350.29068422767057
23821,1400,8712,1,279.3940608784922
23822,1350,3312,4,242.13270400100825
23823,2850,14400,1,602.5723669225287
23824,350,4693,1,799.9964155649741
23825,240,352,1,910.7232325560174
23826,1625,12789,1,351.35137859169276
23827,6550,8000,1,209.92735356655913
23828,350,19200,1,289.46350929314184
23829,200,1600,1,295.7474647032192
23830,200,2400,5,361.2135122872465
23831,350,18000,1,295.7474647032192
23832,1200,22000,1,814.2069219095008
23833,525,6859,1,467.94359523585086
23834,8000,27000,1,551.743750011809
23835,697,6647,1,411.6154512055896
23836,433,5800,1,322.2616455291451
23837,450,13475,2,523.6506411793102
23838,1550,13950,1,644.5126446778555
23839,150,1280,1,303.36682528642996
23840,3008,46080,1,634.6203088931755
23841,2050,32670,1,250.84331932677293
23842,250,352,1,359.66329035275345
23843,6050,36000,1,253.234937544065
23844,2100,48125,1,800.1745243155735
23845,3450,28175,1,0.0
23846,400,4560,1,350.29068422767057
23847,400,3360,1,12.364725212328237
23848,1372,6624,1,233.60134481862778
23849,400,600,1,173.7704402291157
23850,650,2208,2,301.0061692487141
23851,800,14000,1,823.0928773701801
23852,450,7500,1,359.66329035275345
23853,1000,8624,1,0.0
23854,400,4617,2,770.3370757818163
23855,5550,33046,1,107.55513086727537
23856,150,2816,1,0.0
23857,950,20625,1,0.0
23858,2200,40000,1,371.55109528453323
23859,400,18600,1,612.3252456214298
23860,1250,12000,1,910.3199177423467
23861,4450,13500,1,439.12471988780993
23862,282,2618,1,828.8701517276013
23863,833,3456,1,251.060987367278
23864,250,352,1,0.0
23865,178,3366,1,401.2506231615751
23866,180,2304,1,411.6154512055896
23867,6150,12312,1,19.224284314864192
23868,400,3500,1,303.7093763261812
23869,250,3360,1,380.20223746543024
23870,1650,12240,1,390.90086437575235
23871,1500,17920,1,717.2662965508529
23872,2200,40000,1,486.13219492372735
23873,1050,27000,1,213.16823514587688
23874,5650,106580,1,527.5534412133487
23875,1400,10125,1,161.28400827097943
23876,200,1408,1,359.66329035275345
23877,200,4096,1,295.7474647032192
23878,9750,12600,1,15.860920661702124
23879,200,3960,1,320.98594246191055
23880,300,800,1,15.860920661702124
23881,200,7600,1,506.10496864271505
23882,200,3456,1,0.0
23883,13100,78584,1,421.58504333406654
23884,224,3120,1,417.6512443288184
23885,200,352,2,120.10591471413332
23886,275,11592,1,294.2333985720693
23887,500,1936,1,909.8317765877066
23888,20250,121600,1,311.91419761041954
23889,150,1584,1,400.6455874582712
23890,900,32736,1,14.755171435480081
23891,500,3000,1,735.6449333541675
23892,9750,12600,1,335.8023277392841
23893,175,1045,1,249.03262442748016
23894,1800,17576,1,317.2178843925245
23895,1024,12012,1,177.29173403803904
23896,450,8000,1,390.90086437575235
23897,1350,3080,1,107.55513086727537
23898,1300,12288,1,551.743750011809
23899,2100,23265,1,644.5126446778555
23900,400,13200,1,0.0
23901,5650,106580,1,407.20260761957263
23902,800,34656,1,737.2662120189468
23903,3450,28175,6,317.2178843925245
23904,1780,74800,1,682.6292563682174
23905,700,10580,2,960.3252560814527
23906,1850,32560,3,449.81412987366343
23907,400,4800,1,138.86067436091363
23908,9750,12600,1,0.0
23909,200,1458,1,658.0139756534107
23910,9375,56430,1,350.56000392322346
23911,2700,6480,1,359.66329035275345
23912,9750,12600,1,16.384028256539267
23913,1450,50875,1,359.66329035275345
23914,600,7200,1,467.94359523585086
23915,800,5616,1,421.58504333406654
23916,1400,27716,5,507.9502231089684
23917,500,11025,1,2214.0378916483114
23918,400,1232,1,322.2616455291451
23919,1350,4096,1,235.914003420265
23920,200,2912,1,600.5753653317215
23921,250,3808,1,157.98259263865998
23922,200,880,1,344.6664989405892
23923,1400,16000,1,174.75418103872806
23924,500,4464,1,0.0
23925,50,1188,1,322.2616455291451
23926,700,1276,1,414.9743495299005
23927,700,8400,1,107.55513086727537
23928,1750,32560,1,624.9526642995113
23929,733,5814,1,584.2208513073482
23930,400,3960,2,632.0812440632976
23931,3900,29799,1,600.5753653317215
23932,750,3600,1,364.5957262502939
23933,200,2816,1,354.6436140134757
23934,1600,19200,1,295.884087421701
23935,6950,42656,1,294.2333985720693
23936,300,6555,1,295.7474647032192
23937,50,627,1,407.09042808540926
23938,1000,5808,1,314.0864314877248
23939,10825,51000,1,379.09169605679836
23940,800,37800,1,15.860920661702124
23941,875,18000,1,0.0
23942,1650,45000,1,903.8532842353344
23943,300,15625,1,507.9502231089684
23944,3700,32384,1,86.4983157809169
23945,258,6210,1,732.2759588783247
23946,1500,34800,2,420.9213212368579
23947,7150,42770,1,404.23736832000446
23948,3350,49600,1,421.58504333406654
23949,1400,12000,1,507.9502231089684
23950,150,1960,1,235.914003420265
23951,8350,51300,1,581.0243341074872
23952,1300,12000,1,839.8672856927336
23953,650,25000,1,374.22225094960714
23954,850,2520,1,120.10591471413332
23955,525,4368,1,574.8018749064452
23956,100,4500,1,630.2074404132082
23957,7400,8400,1,486.13219492372735
23958,817,9177,1,449.81412987366343
23959,250,640,1,19.224284314864192
23960,800,8736,1,0.0
23961,3100,9900,1,600.5753653317215
23962,6550,8000,1,185.30507269172443
23963,1300,8400,1,279.4651153041874
23964,5700,32000,1,569.6846463064237
23965,300,640,1,0.0
23966,3000,13464,1,214.7446623274024
23967,6000,30800,1,255.31294715186166
23968,2900,12600,1,449.81412987366343
23969,4105,44890,1,766.4220073406716
23970,200,3640,1,0.0
23971,900,31920,1,1494.1227319242248
23972,200,3640,1,0.0
23973,150,1520,1,507.9502231089684
23974,200,2520,1,317.2178843925245
23975,3733,17226,1,732.2759588783247
23976,250,4800,1,88.9687175429348
23977,649,4896,1,19.224284314864192
23978,100,528,1,414.9743495299005
23979,300,4800,2,359.66329035275345
23980,200,352,1,486.13219492372735
23981,6850,48026,1,175.6125351022484
23982,400,15625,1,254.55683391240623
23983,5700,33930,1,706.9788236103936
23984,900,4800,1,595.7457704372831
23985,250,484,3,766.7749927820595
23986,300,3360,1,359.66329035275345
23987,225,624,1,85.38382681890104
23988,50,3840,1,605.9779707492237
23989,7150,34800,1,730.3224964345297
23990,150,864,2,274.7371732108118
23991,350,2125,1,426.0692299162775
23992,1550,19800,1,401.2506231615751
23993,500,3808,1,359.66329035275345
23994,350,2080,1,449.81412987366343
23995,1350,31713,1,770.3370757818163
23996,200,4500,1,302.1131816007322
23997,2200,22500,1,649.6035020915609
23998,8200,70596,1,201.45175205333877
23999,900,11400,1,1070.203087512094
24000,2500,9009,1,400.0005962438963
24001,1150,7392,1,347.2704727661718
24002,675,4368,1,748.5785176780275
24003,1625,40590,1,15.860920661702124
24004,13000,77112,1,1.6361399668664536
24005,4000,15120,1,572.0773451901251
24006,450,2816,1,85.89532990267178
24007,1700,17496,1,414.9743495299005
24008,200,1936,1,0.0
24009,3200,352,1,558.3607349110079
24010,600,3600,1,280.2860956548362
24011,5500,37600,1,456.8836820853532
24012,391,6783,1,870.6197420739945
24013,1238,15504,1,395.9236624181371
24014,300,8000,1,250.84331932677293
24015,200,1584,1,16.416588742510733
24016,600,7600,1,682.6292563682174
24017,9400,53248,1,304.1889438673277
24018,2550,20475,1,634.6203088931755
24019,700,1218,1,660.7649451099007
24020,300,1056,1,0.0
24021,300,1760,1,838.099219736545
24022,2017,22680,1,799.9964155649741
24023,1050,8500,1,295.7474647032192
24024,1050,5500,1,359.66329035275345
24025,450,561,1,0.0
24026,13300,70875,1,426.0692299162775
24027,500,2736,1,201.45175205333877
24028,3008,46080,1,1494.1227319242248
24029,850,11200,1,250.84331932677293
24030,219,1632,1,245.66453133934073
24031,12000,71500,1,0.0
24032,1571,1944,1,327.56667446696036
24033,1500,24480,1,910.3199177423467
24034,1825,20944,1,1299.783121700245
24035,550,6000,1,440.07792380031145
24036,2100,6750,2,614.1707141036306
24037,1000,15750,1,0.0
24038,1500,4692,1,343.89957688663185
24039,200,3960,1,204.26269147097224
24040,1200,3080,1,644.5126446778555
24041,100,816,1,204.26269147097224
24042,550,2560,1,107.55513086727537
24043,1350,5280,1,361.2135122872465
24044,2500,9009,3,318.88547101867584
24045,178,3366,1,720.303755324596
24046,1100,23625,1,297.3716836478293
24047,250,4800,1,88.9687175429348
24048,575,3456,1,414.9743495299005
24049,350,352,2,200.4062047634358
24050,1450,16170,1,514.499674617344
24051,200,1200,2,411.6154512055896
24052,300,2340,1,0.0
24053,600,35000,1,359.66329035275345
24054,250,4800,1,359.66329035275345
24055,467,6300,1,67.0410590822223
24056,300,18711,1,910.3199177423467
24057,525,4368,1,507.9502231089684
24058,700,2565,1,712.0198879928855
24059,17600,49000,1,280.6562596045798
24060,150,4508,1,345.1441201601336
24061,9750,12600,1,327.56667446696036
24062,200,2816,1,295.57782455810707
24063,1400,36000,1,0.0
24064,1400,8000,1,0.0
24065,400,640,1,389.5596721103011
24066,525,4368,1,322.2616455291451
24067,1050,11616,1,294.2333985720693
24068,4950,16000,1,543.493840468884
24069,9750,12600,1,12.496662554589673
24070,3450,15375,1,347.2704727661718
24071,1100,11439,1,411.6154512055896
24072,250,3960,1,712.0198879928855
24073,150,3808,1,682.6292563682174
24074,250,5566,1,509.71874800001257
24075,800,816,1,554.5221086081011
24076,50,4352,1,486.13219492372735
24077,350,2560,1,253.234937544065
24078,10975,48654,1,682.4901133339048
24079,14600,35700,1,318.88547101867584
24080,4338,2856,1,213.16823514587688
24081,1600,1800,1,343.89957688663185
24082,150,4096,1,613.4487497701904
24083,750,2080,1,691.0520189427343
24084,200,3042,1,1165.6272688267322
24085,200,2816,1,16.416588742510733
24086,1700,21312,1,1405.3992826949714
24087,850,18000,1,130.3930632382325
24088,250,3960,1,1492.8085629062648
24089,6200,9072,1,449.81412987366343
24090,600,1944,1,367.60485692742844
24091,1950,21600,1,411.6154512055896
24092,200,352,1,0.0
24093,150,1596,1,231.65764660575323
24094,512,6930,1,581.0243341074872
24095,200,6000,1,85.38382681890104
24096,1400,10500,1,107.55513086727537
24097,400,4752,1,334.343779498866
24098,1383,20000,1,107.55513086727537
24099,1850,32560,2,827.610630076188
24100,650,8712,1,1392.3405359183953
24101,30000,202500,1,0.0
24102,12250,70875,1,304.1889438673277
24103,125,1728,1,823.0928773701801
24104,400,2560,3,372.48450558832525
24105,1571,1944,1,507.9502231089684
24106,200,1870,1,486.13219492372735
24107,200,1870,1,449.81412987366343
24108,400,26790,1,486.13219492372735
24109,11100,51150,1,19.224284314864192
24110,9750,12600,1,317.2178843925245
24111,250,352,1,0.0
24112,2000,5760,1,322.2616455291451
24113,6600,39375,1,83.39753243269611
24114,9750,12600,1,16.384028256539267
24115,2900,12600,1,574.8018749064452
24116,100,5766,1,317.344762710283
24117,2300,9425,1,213.16823514587688
24118,4800,30492,1,378.31919272841253
24119,900,4500,1,909.8317765877066
24120,13575,253044,1,411.6154512055896
24121,200,1875,1,304.1889438673277
24122,200,1512,1,0.0
24123,900,32736,1,249.03262442748016
24124,9750,12600,2,0.0
24125,500,1677,1,404.6443291481389
24126,9750,12600,1,359.66329035275345
24127,200,2816,2,0.0
24128,1087,18502,1,242.13270400100825
24129,150,1188,1,304.1889438673277
24130,200,1875,1,327.29009792078693
24131,975,19499,1,19.224284314864192
24132,500,8000,1,85.38382681890104
24133,1500,13125,2,284.35806383903747
24134,1200,13209,1,507.9502231089684
24135,200,1470,1,0.0
24136,50,8000,1,141.43846257487343
24137,950,8866,1,359.66329035275345
24138,2900,12600,1,175.55082086368975
24139,4200,13500,1,732.2759588783247
24140,750,4096,1,509.71874800001257
24141,1200,15750,1,449.81412987366343
24142,6600,39375,1,318.88547101867584
24143,150,2816,1,361.2135122872465
24144,800,1386,1,396.68911703608285
24145,150,1782,1,858.0152733953254
24146,1000,7500,1,507.9502231089684
24147,700,3240,1,133.178646868439
24148,8500,20500,1,0.0
24149,500,8464,2,497.87217493001253
24150,317,4704,1,414.9743495299005
24151,9750,12600,1,411.6154512055896
24152,1000,15750,1,304.1889438673277
24153,500,8000,1,343.89957688663185
24154,250,3360,1,554.3622937739862
24155,8809,45968,1,204.26269147097224
24156,650,12000,1,350.8974138433999
24157,250,640,1,0.0
24158,1383,20000,1,359.66329035275345
24159,250,3360,1,712.0198879928855
24160,400,26790,1,507.9502231089684
24161,9750,12600,1,486.13219492372735
24162,500,8736,1,749.4667442879864
24163,7833,61828,1,295.7474647032192
24164,3500,40248,1,910.3199177423467
24165,150,1386,1,440.9054837966052
24166,850,62424,1,10.639708401293388
24167,100,4096,1,449.81412987366343
24168,396,2772,1,831.0214920485004
24169,200,1232,1,0.0
24170,2900,52500,1,701.5215981307108
24171,1038,25256,1,507.9502231089684
24172,600,11466,1,732.2899721579345
24173,297,3564,1,658.0139756534107
24174,200,640,2,67.48406878023039
24175,1050,19008,1,322.2616455291451
24176,3200,21760,1,693.0299448313729
24177,150,880,1,5.638991984010258
24178,9750,12600,1,12.364725212328237
24179,215,1980,1,161.28400827097943
24180,700,11280,1,283.6366114798041
24181,2600,19344,1,1750.9313564352512
24182,584,2288,1,880.1016264519726
24183,350,2464,1,76.0047122661834
24184,400,14000,1,509.9176418989896
24185,15350,88360,1,359.66329035275345
24186,1825,21200,2,0.0
24187,300,8800,1,372.48450558832525
24188,417,6660,1,706.9788236103936
24189,400,36000,1,185.30507269172443
24190,2100,15300,1,800.1745243155735
24191,200,3744,1,0.0
24192,500,2240,1,714.7576588755423
24193,1550,19800,1,483.28262330034886
24194,1700,3600,1,725.4811053535067
24195,16900,88985,1,389.5596721103011
24196,3200,9900,1,262.7190832059246
24197,250,1936,1,730.3777827944597
24198,2700,6480,1,359.66329035275345
24199,200,1875,1,407.09042808540926
24200,350,4800,1,612.3252456214298
24201,19450,101250,1,509.71874800001257
24202,450,6000,2,295.7474647032192
24203,1900,16928,1,507.9502231089684
24204,800,48000,1,682.6292563682174
24205,1800,27000,1,0.0
24206,550,14720,1,279.3940608784922
24207,950,17664,1,304.1889438673277
24208,8350,51300,1,390.90086437575235
24209,400,3960,1,295.7474647032192
24210,10800,52488,1,489.6341914339689
24211,1400,8000,1,507.9502231089684
24212,300,3496,1,910.3199177423467
24213,450,6720,2,83.39753243269611
24214,3600,32000,1,0.0
24215,8050,48000,1,158.23791612985445
24216,100,4500,1,201.45175205333877
24217,3000,13464,1,214.54389649657992
24218,50,880,1,338.4160264555736
24219,1625,40590,1,411.6154512055896
24220,1200,7714,1,359.66329035275345
24221,700,15640,1,333.65707245756033
24222,500,4500,1,831.0214920485004
24223,400,36000,1,507.9502231089684
24224,300,2850,1,712.0198879928855
24225,2050,12320,1,280.6562596045798
24226,4381,3528,1,130.3930632382325
24227,400,14000,1,169.74080393721465
24228,750,2080,1,691.0520189427343
24229,200,4000,1,361.2135122872465
24230,200,1875,1,295.7474647032192
24231,600,10695,1,436.78583354471266
24232,2900,13500,1,7.385158396241572
24233,500,4800,1,414.9743495299005
24234,12300,73500,1,880.1016264519726
24235,400,6292,1,520.1622332273037
24236,950,8866,2,250.84331932677293
24237,9100,27000,1,572.3758389585869
24238,600,12167,1,414.9743495299005
24239,755,9338,1,304.1889438673277
24240,1650,45000,1,467.94359523585086
24241,4825,29376,1,612.3252456214298
24242,600,8000,1,659.3347930680249
24243,4105,44890,1,474.9391589108826
24244,1050,19008,1,507.9502231089684
24245,1300,4576,1,799.2837033958846
24246,2000,21420,1,233.05531957554777
24247,1350,12000,2,190.42889096318703
24248,375,528,1,125.46942793529965
24249,500,2112,1,629.040594514578
24250,3700,26880,1,467.94359523585086
24251,1100,6000,1,766.7749927820595
24252,850,6732,1,698.0743965671904
24253,473,4368,1,571.9620647342527
24254,342,3510,1,120.10591471413332
24255,1383,20000,1,349.0869758576549
24256,1800,7224,1,823.0928773701801
24257,584,2288,1,389.5596721103011
24258,500,2268,2,0.0
24259,500,352,2,251.060987367278
24260,4267,39468,1,1525.9675823040932
24261,2300,26400,1,274.7371732108118
24262,2000,7776,1,682.6292563682174
24263,2600,19344,1,60.95670537296926
24264,2150,20000,1,811.8993961870453
24265,485,3240,1,418.4228342118927
24266,1550,19800,1,0.0
24267,233,6137,1,757.8730399217505
24268,3900,1024,1,289.46350929314184
24269,400,8000,1,283.17030278024095
24270,850,18000,1,379.71522893620306
24271,100,1280,1,361.2135122872465
24272,200,8000,1,64.33777877513847
24273,700,1875,1,379.71522893620306
24274,9950,58621,1,16.416588742510733
24275,2300,22302,1,732.2899721579345
24276,200,8000,1,706.2320058311526
24277,12125,97498,1,247.4033275110881
24278,1500,14000,1,288.1456856359993
24279,700,1875,1,250.84331932677293
24280,1000,2560,1,359.66329035275345
24281,900,2576,1,1750.9313564352512
24282,1625,40590,1,389.5596721103011
24283,1000,3136,1,486.13219492372735
24284,700,1539,1,1752.3565653962892
24285,350,5625,1,133.178646868439
24286,200,1875,1,449.81412987366343
24287,3450,19200,2,378.13291176524734
24288,3200,352,1,781.4515150075234
24289,160,2940,1,411.6154512055896
24290,250,15625,1,831.0214920485004
24291,1625,40590,1,389.5596721103011
24292,600,2640,1,1615.2504620128975
24293,150,352,1,16.416588742510733
24294,12000,78000,1,197.8114908737252
24295,150,4096,1,467.9105932752531
24296,3250,12600,1,411.83746093287414
24297,100,4096,1,371.55109528453323
24298,1450,10450,1,307.13994480879205
24299,2600,2816,1,304.1889438673277
24300,1250,6750,1,350.29068422767057
24301,2100,23265,1,648.6684304838449
24302,1277,20250,2,206.78685275533132
24303,350,4752,1,295.7474647032192
24304,17100,32768,1,727.802282757965
24305,1400,4096,1,727.802282757965
24306,2800,24000,1,0.0
24307,200,352,2,831.0214920485004
24308,1600,22200,1,317.2178843925245
24309,3850,18240,1,411.6154512055896
24310,400,8000,1,411.6154512055896
24311,750,12000,1,661.8315017007092
24312,2600,19344,1,301.0061692487141
24313,100,3750,1,235.914003420265
24314,300,2992,2,359.66329035275345
24315,550,25000,1,88.9687175429348
24316,250,3360,1,201.45175205333877
24317,1050,14440,1,713.5281858217464
24318,875,18000,1,605.5037364395652
24319,200,1232,2,551.743750011809
24320,1950,34385,1,541.6822063502299
24321,900,13500,1,241.43883995501338
24322,22350,228480,1,590.4794223772525
24323,1500,23328,1,349.0869758576549
24324,650,2240,1,483.28262330034886
24325,6550,31920,1,682.6292563682174
24326,100,4500,1,474.29908867380396
24327,1720,32076,1,250.84331932677293
24328,200,1750,1,558.6766141975045
24329,1825,21200,1,605.5037364395652
24330,350,2464,2,83.39753243269611
24331,1000,7500,1,280.6562596045798
24332,2200,1936,1,389.5596721103011
24333,100,3248,1,933.0026657198675
24334,800,18000,1,359.66329035275345
24335,300,8000,1,486.13219492372735
24336,100,2457,2,303.7093763261812
24337,875,18000,2,0.0
24338,300,2992,1,359.66329035275345
24339,1400,15600,1,486.13219492372735
24340,250,2873,1,206.43475338589366
24341,1450,9375,1,88.9687175429348
24342,2550,20475,1,250.84331932677293
24343,375,2618,1,359.66329035275345
24344,100,1536,1,98.75774347824245
24345,1200,4752,2,138.86067436091363
24346,500,12690,1,320.98594246191055
24347,1650,19800,2,524.9849222619923
24348,178,3366,1,486.8055961454626
24349,800,4752,1,507.9502231089684
24350,200,1875,1,0.0
24351,250,3960,1,295.7474647032192
24352,1500,13720,1,359.66329035275345
24353,450,2400,1,401.2506231615751
24354,2400,15750,1,322.2616455291451
24355,750,2880,1,464.3050304425527
24356,1050,8000,1,0.0
24357,875,18000,1,235.914003420265
24358,6850,27000,1,389.5596721103011
24359,1200,9375,1,474.29908867380396
24360,500,1875,1,411.6154512055896
24361,250,2816,1,396.68911703608285
24362,500,1200,1,414.9743495299005
24363,1400,4374,1,572.3758389585869
24364,2200,40000,1,636.7367208680658
24365,11750,41328,1,349.9609721310774
24366,444,4480,1,186.61464263012238
24367,1100,7740,1,456.8836820853532
24368,436,3900,1,766.7749927820595
24369,10050,80136,1,649.6035020915609
24370,792,4256,1,766.7749927820595
24371,1000,9360,1,440.61387845326334
24372,6100,50000,1,388.475838321624
24373,525,4368,1,0.0
24374,400,4275,1,359.66329035275345
24375,350,4500,1,414.9743495299005
24376,363,3042,1,262.76950810604586
24377,1167,7038,1,379.71522893620306
24378,540,5681,2,414.9743495299005
24379,800,23520,2,475.55226914057283
24380,480,3024,1,350.29068422767057
24381,7050,56250,1,467.94359523585086
24382,2800,6450,1,289.46350929314184
24383,350,3960,1,89.74547838782331
24384,550,2560,4,379.71522893620306
24385,1100,10560,1,297.3716836478293
24386,1867,7776,1,0.0
24387,1200,21672,3,214.73427260242477
24388,13550,76560,4,281.72754498128864
24389,700,1276,2,414.9743495299005
24390,180,2304,1,343.89957688663185
24391,2600,13500,1,649.6035020915609
24392,350,2520,1,509.71874800001257
24393,150,2816,1,411.6154512055896
24394,3000,29925,1,250.84331932677293
24395,15350,88360,1,605.5037364395652
24396,6800,39600,1,616.8888199387244
24397,1500,19800,1,449.81412987366343
24398,700,8736,1,839.8672856927336
24399,6300,56250,1,730.1699677854134
24400,100,1280,1,647.1736704691957
24401,1550,9375,1,606.9884523673356
24402,3008,46080,1,130.3930632382325
24403,135,816,1,736.9222880951835
24404,250,2805,1,414.9743495299005
24405,500,7500,1,361.2135122872465
24406,300,29920,1,0.0
24407,5400,14664,1,350.89588829514685
24408,1383,20000,1,130.3930632382325
24409,500,27000,1,67.0410590822223
24410,1550,13950,1,0.0
24411,383,6460,1,359.66329035275345
24412,200,4488,1,407.16878980066434
24413,835,11880,1,413.0419486851392
24414,350,2000,1,0.0
24415,200,2112,4,250.84331932677293
24416,263,2652,1,403.58349976425916
24417,464,3553,1,471.8188190494581
24418,18100,4332,1,26.709532570833048
24419,584,2288,1,748.8425643618723
24420,400,640,1,359.66329035275345
24421,8100,49680,1,909.8317765877066
24422,900,18000,1,307.37779774234156
24423,5950,8000,1,422.25000775986064
24424,1400,36000,1,426.0692299162775
24425,3900,38610,1,511.40575216122465
24426,200,3000,2,486.13219492372735
24427,1800,15960,1,31.867300442499054
24428,500,22400,1,686.7123974970234
24429,1500,49500,1,414.9743495299005
24430,1825,21200,6,682.6292563682174
24431,200,3960,1,712.0198879928855
24432,2450,11808,2,644.5126446778555
24433,1183,17784,1,250.84331932677293
24434,400,4693,1,295.7474647032192
24435,400,2730,1,634.6203088931755
24436,500,9375,1,295.7474647032192
24437,1825,21200,1,67.0410590822223
24438,13950,112000,1,295.7474647032192
24439,500,7700,1,301.51333104062104
24440,300,3000,1,822.1583018419865
24441,300,352,1,433.66434994286635
24442,1383,20000,1,605.5037364395652
24443,650,6400,1,661.8315017007092
24444,150,2808,1,430.2029618827176
24445,2800,20880,1,83.39753243269611
24446,6600,39375,1,408.73650845486117
24447,800,4664,1,426.0692299162775
24448,1350,2240,1,683.6350353713611
24449,1600,1800,1,267.07803402022915
24450,1750,23625,1,605.5037364395652
24451,650,13794,1,88.9687175429348
24452,550,5610,1,708.503917998428
24453,1050,8500,1,449.81412987366343
24454,2900,12600,1,12.496662554589673
24455,2250,15750,1,388.475838321624
24456,200,1232,1,294.2333985720693
24457,300,5750,1,16.416588742510733
24458,9600,39984,1,389.5596721103011
24459,1032,4080,1,495.03588420822166
24460,200,4000,1,389.5596721103011
24461,3050,27000,1,541.6822063502299
24462,5300,31500,1,603.7758167138535
24463,1097,5184,1,649.6035020915609
24464,800,19380,1,507.9502231089684
24465,525,4608,1,442.6335143485673
24466,900,11400,1,508.8649766878836
24467,1650,4692,1,403.29651287870746
24468,1375,3960,1,359.66329035275345
24469,410,2850,3,274.7371732108118
24470,200,2805,1,854.1651942858676
24471,350,4800,1,359.66329035275345
24472,441,8160,1,644.5126446778555
24473,13650,70875,1,574.8018749064452
24474,1500,19800,3,449.81412987366343
24475,363,3808,1,682.6292563682174
24476,350,2000,1,317.2178843925245
24477,850,12960,1,770.3370757818163
24478,6038,54332,1,411.6154512055896
24479,100,2112,1,778.7251722772158
24480,1383,20000,1,359.66329035275345
24481,11880,81000,2,621.0829007752367
24482,1750,20000,1,449.81412987366343
24483,150,2160,1,509.71874800001257
24484,400,2850,1,630.2074404132082
24485,650,4356,2,304.1889438673277
24486,1400,16170,1,644.1521650568787
24487,444,4480,1,389.5596721103011
24488,3000,9000,1,760.0587495895385
24489,1950,36750,1,303.36682528642996
24490,450,3328,1,306.486127292691
24491,150,4096,1,527.7936274171241
24492,650,4356,1,414.9743495299005
24493,50,880,1,486.13219492372735
24494,610,6480,2,373.9866471360409
24495,100,2646,1,521.710220302764
24496,300,2904,1,279.45593790411766
24497,1550,13950,1,909.8317765877066
24498,1200,5616,1,668.4923052272055
24499,383,2520,1,677.4336117954379
24500,2750,13475,1,1615.2504620128975
24501,1350,14350,1,436.3055748565274
24502,600,2640,1,449.81412987366343
24503,750,2080,1,910.3199177423467
24504,5750,34800,1,250.84331932677293
24505,245,3724,1,823.0928773701801
24506,400,4275,1,379.71522893620306
24507,100,920,1,1552.454478820189
24508,850,2000,2,200.4062047634358
24509,200,640,1,507.9502231089684
24510,817,9177,1,705.7125168015768
24511,250,7200,1,593.2333760303869
24512,900,7500,1,247.4033275110881
24513,2150,9240,1,343.89957688663185
24514,1900,23000,2,0.0
